"year" "acousticness" "duration" "energy" "explicit" "key" "liveness" "loudness" "mode" "tempo" "pop.class"
"3839" 1942 0.996 117653 0.573 1 "Gb" 0.859 -12.889 1 104.915 "D"
"3840" 2012 0.0451 570103 0.315 0 "Db" 0.484 -28.806 0 82.955 "B"
"3841" 1970 0.646 209960 0.638 0 "Bb" 0.437 -7.418 0 137.616 "C"
"3842" 1930 0.827 127682 0.46 1 "B" 0.231 -16.761 1 105.99 "D"
"3843" 1966 0.861 130133 0.553 0 "D" 0.111 -10.559 0 116.641 "D"
"3844" 2014 0.0625 247547 0.717 0 "C" 0.0814 -6.663 0 109.756 "B"
"3845" 1988 0.225 533667 0.674 0 "A" 0.728 -8.366 0 146.566 "C"
"3846" 2008 0.993 298987 0.0681 0 "E" 0.123 -21.996 0 97.013 "B"
"3847" 1955 0.954 131893 0.246 1 "A" 0.0853 -21.402 1 136.836 "D"
"3848" 1949 0.991 184520 0.301 0 "C" 0.164 -16.373 0 103.943 "D"
"3849" 1966 0.507 187339 0.644 1 "B" 0.223 -7.927 1 121.256 "C"
"3850" 1979 0.631 182467 0.148 0 "D" 0.115 -19.922 0 129.097 "B"
"3851" 1985 0.0734 236890 0.967 0 "A" 0.62 -9.859 0 132.544 "C"
"3852" 1945 0.991 522093 0.15 1 "Db" 0.351 -21.55 1 69.225 "D"
"3853" 1965 0.979 164547 0.299 0 "Eb" 0.178 -14.462 0 86.15 "B"
"3854" 1964 0.827 156813 0.337 0 "Db" 0.0677 -15.351 0 104.622 "D"
"3855" 1941 0.981 132080 0.131 1 "Db" 0.105 -22.603 1 117.997 "D"
"3856" 1986 0.298 249067 0.412 0 "G" 0.206 -14.092 0 83.19 "B"
"3857" 1992 0.531 218867 0.505 0 "G" 0.208 -13.556 0 89.601 "B"
"3858" 1994 0.74 158960 0.344 0 "F" 0.0677 -10.636 0 77.621 "C"
"3859" 2016 0.00149 288750 0.474 1 "B" 0.0367 -7.044 1 128.001 "D"
"3860" 1931 0.859 142679 0.191 0 "G" 0.153 -17.108 0 99.453 "D"
"3861" 1972 0.57 117773 0.231 0 "G" 0.191 -16.107 0 76.145 "C"
"3862" 1946 0.808 183169 0.627 1 "F" 0.287 -7.072 1 145.971 "D"
"3863" 1942 0.984 94829 0.208 0 "Db" 0.0931 -11.15 0 99.727 "D"
"3864" 1963 0.803 102200 0.702 0 "A" 0.219 -6.289 0 145.959 "C"
"3865" 1975 0.907 174133 0.0577 0 "D" 0.137 -17.945 0 77.689 "B"
"3866" 1937 0.299 194658 0.44 0 "E" 0.285 -7.955 0 142.859 "D"
"3867" 1932 0.761 125000 0.474 0 "Db" 0.112 -15.082 0 94.665 "D"
"3868" 1955 0.611 443107 0.359 1 "C" 0.623 -12.763 1 106.137 "D"
"3869" 1963 0.723 147827 0.363 0 "E" 0.119 -10.258 0 83.565 "D"
"3870" 1948 0.972 204080 0.521 0 "D" 0.165 -6.103 0 179.867 "D"
"3871" 1966 0.656 131747 0.34 0 "A" 0.127 -14.176 0 110.142 "B"
"3872" 1938 0.969 563409 0.313 0 "F" 0.147 -12.86 0 72.856 "D"
"3873" 1981 0.143 185333 0.548 0 "G" 0.179 -11.431 0 120.405 "D"
"3874" 1958 0.961 151707 0.113 0 "A" 0.107 -14.106 0 81.865 "D"
"3875" 1966 0.474 159600 0.423 0 "F" 0.0812 -12.105 0 99.242 "C"
"3876" 1960 0.685 261000 0.393 0 "C" 0.264 -12.525 0 137.949 "C"
"3877" 2008 0.0383 331013 0.724 0 "B" 0.197 -4.706 0 160.017 "C"
"3878" 1998 0.000185 160000 0.965 0 "G" 0.0703 -5.091 0 103.148 "B"
"3879" 1952 0.995 177387 0.107 1 "A" 0.123 -21.512 1 149.433 "D"
"3880" 1933 0.916 138667 0.211 0 "G" 0.182 -12.638 0 154.878 "D"
"3881" 1980 0.00194 272947 0.823 1 "Bb" 0.358 -8.377 1 137.032 "C"
"3882" 1973 0.0293 396293 0.663 0 "C" 0.138 -9.854 0 113.786 "C"
"3883" 1941 0.988 162558 0.0979 0 "Bb" 0.116 -16.861 0 108.76 "D"
"3884" 1978 0.14 323667 0.595 1 "F" 0.107 -17.796 1 111.543 "C"
"3885" 1996 0.000184 209960 0.773 1 "B" 0.099 -6.954 1 99.823 "B"
"3886" 1950 0.994 173093 0.437 0 "A" 0.363 -10.207 0 124.35 "D"
"3887" 1952 0.799 115867 0.0664 1 "Db" 0.114 -17.303 1 122.03 "D"
"3888" 1991 0.0966 221747 0.62 0 "D" 0.334 -9.138 0 151.494 "C"
"3889" 1978 0.0187 220333 0.82 0 "G" 0.362 -8.055 0 125.191 "C"
"3890" 1963 0.622 100933 0.701 0 "Ab" 0.141 -6.607 0 133.853 "B"
"3891" 2016 0.512 189015 0.857 0 "E" 0.136 -5.756 0 120.019 "B"
"3892" 1980 0.0581 223093 0.844 0 "G" 0.221 -3.766 0 115.966 "B"
"3893" 1953 0.942 193907 0.289 0 "Bb" 0.183 -15.459 0 85.242 "D"
"3894" 1930 0.995 180400 0.43 1 "C" 0.136 -10.802 1 76.193 "D"
"3895" 1980 0.0596 278040 0.449 1 "Ab" 0.0836 -12.594 1 98.776 "D"
"3896" 1976 0.0966 286220 0.755 0 "A" 0.0523 -7.246 0 109.535 "A"
"3897" 1945 0.928 191533 0.245 0 "Bb" 0.143 -15.343 0 146.381 "D"
"3898" 2017 0.14 218050 0.00279 1 "D" 0.885 -19.075 1 106.126 "A"
"3899" 2015 0.0291 212627 0.651 0 "Gb" 0.111 -5.097 0 90.011 "A"
"3900" 1986 0.488 187120 0.729 0 "D" 0.135 -7.281 0 93.503 "B"
"3901" 1938 0.996 188867 0.0874 0 "Db" 0.164 -18.305 0 134.569 "D"
"3902" 2005 0.0727 252613 0.859 1 "Db" 0.304 -2.341 1 94.072 "B"
"3903" 1976 0.968 299067 0.127 0 "G" 0.486 -18.719 0 79.946 "C"
"3904" 1936 0.937 159933 0.32 0 "C" 0.25 -10.607 0 147.29 "D"
"3905" 1942 0.826 181667 0.39 1 "G" 0.13 -10.759 1 90.331 "D"
"3906" 1944 0.98 167733 0.175 0 "Gb" 0.718 -11.598 0 116.154 "D"
"3907" 2018 0.142 196776 0.844 1 "F" 0.287 -4.694 1 134.868 "A"
"3908" 1981 0.0469 325053 0.831 0 "Db" 0.0516 -9.554 0 107.278 "C"
"3909" 1952 0.965 216493 0.132 0 "Bb" 0.126 -21.014 0 80.909 "D"
"3910" 2013 0.000517 215453 0.923 0 "Ab" 0.648 -5.303 0 111.373 "B"
"3911" 1984 0.247 183773 0.086 0 "C" 0.262 -22.286 0 136.366 "C"
"3912" 1993 0.00363 98680 0.315 0 "C" 0.164 -10.443 0 98.547 "C"
"3913" 1968 0.549 156653 0.38 0 "C" 0.264 -9.207 0 101.932 "D"
"3914" 1981 0.0159 287800 0.157 1 "E" 0.342 -20.279 1 87.997 "C"
"3915" 1986 0.0356 201840 0.899 0 "C" 0.0956 -2.996 0 108.285 "B"
"3916" 1975 0.62 273053 0.162 0 "Ab" 0.105 -17.257 0 58.569 "D"
"3917" 1938 0.983 422987 0.191 0 "D" 0.0923 -18.206 0 105.793 "D"
"3918" 1961 0.522 172267 0.449 0 "F" 0.185 -15.529 0 131.813 "D"
"3919" 1994 7.47e-06 94307 0.941 1 "A" 0.343 -4.801 1 91.662 "C"
"3920" 2016 0.00071 263173 0.982 0 "G" 0.36 -2.865 0 179.963 "B"
"3921" 1947 0.995 215458 0.227 0 "Db" 0.269 -14.04 0 133.677 "D"
"3922" 1986 0.0562 308133 0.568 0 "D" 0.21 -13.329 0 146.009 "B"
"3923" 2004 0.166 225907 0.286 0 "C" 0.0493 -13.237 0 94.021 "C"
"3924" 2001 0.408 245203 0.447 0 "G" 0.402 -11.091 0 79.005 "B"
"3925" 1962 0.571 285733 0.28 1 "G" 0.103 -16.599 1 132.573 "D"
"3926" 2013 0.726 266907 0.306 0 "Gb" 0.0924 -12.111 0 129.984 "A"
"3927" 1940 0.983 169547 0.207 1 "C" 0.525 -18.84 1 80.439 "D"
"3928" 1956 0.867 151547 0.206 0 "Bb" 0.108 -13.954 0 119.284 "D"
"3929" 1949 0.995 147400 0.301 0 "E" 0.33 -13.236 0 145.722 "D"
"3930" 1983 0.422 263960 0.485 0 "B" 0.0227 -14.042 0 112.454 "C"
"3931" 2001 0.662 281749 0.654 0 "F" 0.199 -10.98 0 97.657 "A"
"3932" 1935 0.913 557075 0.0344 1 "Bb" 0.11 -31.743 1 62.475 "D"
"3933" 2019 0.0334 221714 0.716 1 "Bb" 0.237 -7.037 1 104.994 "A"
"3934" 1998 0.343 240693 0.439 0 "C" 0.364 -10.06 0 111.161 "B"
"3935" 1947 0.995 209258 0.249 0 "G" 0.181 -8.767 0 61.485 "D"
"3936" 1977 1.69e-05 155293 0.837 0 "A" 0.186 -9.768 0 172.248 "C"
"3937" 1970 0.668 226987 0.303 0 "G" 0.105 -15.731 0 80.144 "C"
"3938" 2019 0.013 228367 0.683 0 "Db" 0.28 -6.105 0 162.038 "A"
"3939" 2002 0.774 333347 0.13 0 "C" 0.111 -18.278 0 80.611 "B"
"3940" 2015 0.0764 207027 0.422 1 "E" 0.17 -9.115 1 144.678 "A"
"3941" 1983 0.724 225027 0.551 1 "A" 0.0547 -10.277 1 135.838 "C"
"3942" 1974 0.041 196133 0.862 0 "C" 0.222 -5.735 0 95.136 "C"
"3943" 1928 0.991 199040 0.145 0 "C" 0.239 -16.917 0 105.486 "D"
"3944" 1971 0.221 204080 0.773 0 "C" 0.0763 -6.477 0 149.196 "C"
"3945" 1969 0.344 324733 0.46 1 "B" 0.0983 -8.759 1 90.768 "A"
"3946" 2018 0.000897 288364 0.41 0 "Ab" 0.108 -9.233 0 80.011 "B"
"3947" 1994 0.679 232573 0.387 0 "Ab" 0.0809 -9.4 0 81.896 "B"
"3948" 1973 0.521 413947 0.48 0 "A" 0.178 -11.79 0 120.317 "A"
"3949" 1952 0.98 178067 0.0476 1 "G" 0.127 -24.606 1 92.984 "D"
"3950" 1998 0.345 175573 0.797 0 "G" 0.1 -7.844 0 105.896 "B"
"3951" 2005 0.0386 287920 0.79 1 "Bb" 0.0708 -5.322 1 93.998 "A"
"3952" 2005 0.577 293147 0.635 1 "F" 0.0603 -6.555 1 130.086 "B"
"3953" 2009 0.129 244160 0.883 1 "Bb" 0.0949 -3.099 1 78.887 "B"
"3954" 2016 0.00157 182733 0.662 1 "Db" 0.0887 -7.016 1 152.927 "B"
"3955" 2015 0.0236 277500 0.752 1 "Ab" 0.177 -8.151 1 128.042 "D"
"3956" 1983 0.982 251680 0.177 0 "D" 0.12 -18.692 0 105.462 "C"
"3957" 1953 0.992 229320 0.306 0 "D" 0.224 -18.475 0 116.881 "D"
"3958" 2015 0.00146 235320 0.378 1 "Gb" 0.111 -9.288 1 126.402 "B"
"3959" 1976 0.572 192973 0.536 0 "Ab" 0.119 -8.962 0 129.178 "B"
"3960" 2012 0.0268 164333 0.734 0 "G" 0.299 -6.801 0 131.938 "B"
"3961" 2010 0.0142 237280 0.583 0 "D" 0.102 -7.047 0 96.008 "B"
"3962" 1990 0.00216 216733 0.731 0 "D" 0.252 -12.762 0 104.914 "C"
"3963" 1958 0.829 181200 0.217 0 "Eb" 0.0839 -18.025 0 107.079 "D"
"3964" 1952 0.582 523133 0.801 1 "Bb" 0.703 -7.843 1 127.135 "D"
"3965" 1952 0.991 239453 0.0217 0 "G" 0.114 -33.137 0 122.612 "D"
"3966" 2014 0.302 211965 0.853 0 "Ab" 0.152 -6.491 0 130.018 "B"
"3967" 1985 0.0124 230693 0.587 0 "D" 0.238 -14.248 0 114.102 "C"
"3968" 1935 0.994 197695 0.214 0 "Bb" 0.384 -13.039 0 109.792 "D"
"3969" 1935 0.978 170318 0.398 1 "A" 0.0844 -11.596 1 117.907 "D"
"3970" 1989 0.902 182200 0.141 1 "B" 0.119 -13.49 1 201.423 "C"
"3971" 1978 0.616 382267 0.639 0 "A" 0.0617 -11.313 0 155.748 "C"
"3972" 1991 0.467 396213 0.759 0 "E" 0.0765 -9.109 0 178.407 "B"
"3973" 1959 0.913 284400 0.285 1 "C" 0.0904 -16.542 1 105.84 "C"
"3974" 1973 0.835 252720 0.229 1 "Gb" 0.0989 -16.734 1 75.943 "C"
"3975" 1965 0.83 160267 0.314 0 "Ab" 0.0695 -12.287 0 123.384 "D"
"3976" 1938 0.991 153507 0.458 0 "E" 0.403 -7.091 0 125.008 "D"
"3977" 1955 0.771 314147 0.417 0 "G" 0.609 -8.459 0 89.579 "D"
"3978" 1974 0.303 349787 0.879 0 "A" 0.338 -9.214 0 171.12 "B"
"3979" 2013 0.00054 224674 0.938 0 "B" 0.368 -4.463 0 100.04 "B"
"3980" 1942 0.0959 157388 0.586 1 "A" 0.122 -9.554 1 160.353 "D"
"3981" 1968 0.391 259773 0.408 0 "C" 0.122 -11.002 0 162.003 "C"
"3982" 1949 0.984 502027 0.209 0 "F" 0.0994 -14.565 0 84.18 "D"
"3983" 1993 0.0295 323867 0.561 0 "Db" 0.0844 -6.876 0 197.141 "C"
"3984" 2018 0.826 151579 0.441 1 "F" 0.122 -8.547 1 76.001 "A"
"3985" 2019 0.639 283191 0.471 0 "Eb" 0.0774 -10.148 0 111.972 "B"
"3986" 1975 0.363 202067 0.318 0 "G" 0.376 -15.279 0 155.14 "D"
"3987" 2003 0.19 227027 0.864 1 "Bb" 0.345 -2.955 1 106.495 "B"
"3988" 1988 0.000831 200187 0.986 1 "F" 0.128 -3.868 1 91.42 "C"
"3989" 1984 0.868 255440 0.149 0 "C" 0.103 -24.403 0 129.404 "C"
"3990" 2019 0.000514 163838 0.708 1 "Bb" 0.0834 -7.083 1 156.015 "A"
"3991" 1959 0.624 133067 0.499 0 "Bb" 0.0983 -13.986 0 98.136 "C"
"3992" 1964 0.485 43907 0.941 0 "F" 0.68 -11.941 0 172.83 "D"
"3993" 1981 0.211 239533 0.497 0 "C" 0.143 -11.455 0 171.01 "C"
"3994" 1945 0.0608 96700 0.227 0 "C" 0.107 -21.358 0 140.158 "D"
"3995" 1965 0.499 135733 0.566 0 "G" 0.554 -9.602 0 98.307 "C"
"3996" 1989 0.624 289200 0.292 0 "A" 0.525 -14.009 0 139.766 "C"
"3997" 1960 0.989 135473 0.0848 1 "G" 0.119 -20.569 1 84.785 "D"
"3998" 1969 0.563 181587 0.721 0 "Db" 0.399 -11.209 0 109.1 "C"
"3999" 1962 0.635 141147 0.217 0 "F" 0.268 -11.745 0 112.046 "B"
"4000" 1994 0.0152 239973 0.92 1 "Db" 0.0336 -7.627 1 100.005 "C"
"4001" 1956 0.782 314267 0.313 1 "F" 0.0657 -14.823 1 117.624 "C"
"4002" 2012 0.00543 178772 0.755 1 "Db" 0.084 -6.654 1 114.407 "B"
"4003" 2012 0.455 306253 0.543 0 "F" 0.256 -5.555 0 80.066 "B"
"4004" 1977 0.0177 340533 0.889 0 "A" 0.976 -7.252 0 155.539 "B"
"4005" 1926 0.824 181867 0.37 0 "Ab" 0.119 -9.664 0 101.563 "D"
"4006" 1928 0.974 200333 0.319 0 "Eb" 0.275 -10.174 0 191.732 "D"
"4007" 2015 0.826 215453 0.396 0 "A" 0.0847 -9.428 0 93.875 "A"
"4008" 1938 0.814 161080 0.267 0 "Ab" 0.0776 -15.487 0 118.104 "D"
"4009" 2014 0.0295 279350 0.786 0 "Eb" 0.418 -4.112 0 139.988 "B"
"4010" 1982 0.0506 248192 0.451 0 "E" 0.19 -12.086 0 101.153 "C"
"4011" 1946 0.306 121600 0.046 0 "G" 0.238 -21.168 0 93.244 "D"
"4012" 2003 0.977 320347 0.148 1 "G" 0.1 -18.992 1 80.551 "C"
"4013" 2002 0.202 267267 0.714 1 "E" 0.0521 -6.055 1 100.972 "A"
"4014" 2011 0.0293 208160 0.563 0 "G" 0.125 -7.083 0 83.009 "A"
"4015" 1976 0.841 33200 0.121 0 "Gb" 0.27 -13.464 0 115.324 "C"
"4016" 1962 0.57 180056 0.306 0 "A" 0.0707 -9.443 0 118.068 "A"
"4017" 2010 0.181 230293 0.632 0 "Db" 0.0822 -5.321 0 112.537 "B"
"4018" 2003 0.0146 276840 0.687 1 "Eb" 0.189 -5.174 1 118.045 "B"
"4019" 1992 0.847 273227 0.131 1 "G" 0.107 -16.277 1 87.096 "B"
"4020" 1964 0.796 277013 0.231 0 "C" 0.0914 -20.342 0 119.095 "D"
"4021" 1964 0.961 235387 0.203 0 "Db" 0.105 -9.78 0 110.669 "D"
"4022" 1970 0.972 127400 0.316 1 "F" 0.137 -12.598 1 110.827 "C"
"4023" 2004 0.136 232053 0.627 1 "F" 0.141 -4.788 1 91.026 "B"
"4024" 1984 0.607 142693 0.265 0 "F" 0.148 -12.521 0 76.502 "C"
"4025" 2000 0.185 261133 0.862 0 "F" 0.056 -5.733 0 143.108 "B"
"4026" 1977 0.42 329800 0.558 1 "G" 0.106 -9.385 1 160.867 "C"
"4027" 1995 0.437 184000 0.611 0 "D" 0.118 -10.708 0 93.119 "C"
"4028" 1938 0.979 205133 0.412 0 "C" 0.0836 -6.24 0 92.967 "D"
"4029" 1971 0.941 126507 0.188 0 "G" 0.128 -13.009 0 136.925 "B"
"4030" 1948 0.995 199800 0.182 0 "C" 0.0898 -15.695 0 123.43 "D"
"4031" 1951 0.941 234336 0.14 1 "C" 0.101 -17.608 1 115.468 "D"
"4032" 2013 0.639 394392 0.704 0 "E" 0.655 -6.011 0 169.396 "B"
"4033" 1976 0.133 326853 0.356 0 "Db" 0.327 -14.364 0 101.882 "C"
"4034" 1972 0.555 349400 0.574 1 "G" 0.166 -11.661 1 126.048 "C"
"4035" 2014 0.054 257920 0.541 1 "A" 0.0627 -9.818 1 84.405 "B"
"4036" 1984 0.506 310321 0.626 0 "C" 0.0365 -12.149 0 90.315 "C"
"4037" 1971 0.34 165160 0.331 0 "C" 0.264 -13.659 0 171.791 "C"
"4038" 1987 0.114 275467 0.79 0 "Gb" 0.0355 -5.202 0 92.162 "B"
"4039" 2008 0.223 295280 0.789 0 "Gb" 0.0474 -6.447 0 125.616 "B"
"4040" 1995 0.167 290707 0.229 0 "D" 0.202 -12.592 0 73.552 "A"
"4041" 1936 0.275 516760 0.379 0 "Db" 0.209 -14.732 0 106.554 "D"
"4042" 2016 0.249 209493 0.547 0 "C" 0.125 -6.059 0 117.628 "B"
"4043" 1954 0.988 102147 0.1 0 "Db" 0.091 -14.535 0 169.993 "D"
"4044" 1981 0.461 542360 0.394 0 "G" 0.409 -8.574 0 144.214 "B"
"4045" 1944 0.992 73427 0.0339 1 "Ab" 0.16 -24.909 1 93.332 "D"
"4046" 1966 0.516 242800 0.501 0 "Eb" 0.12 -7.97 0 137.33 "D"
"4047" 1989 0.338 244227 0.888 0 "C" 0.317 -10.916 0 130.667 "C"
"4048" 2017 0.0837 238587 0.886 0 "Db" 0.266 -2.512 0 144.946 "A"
"4049" 1993 0.1 369773 0.682 1 "Eb" 0.453 -14.591 1 170.018 "B"
"4050" 1970 0.571 168653 0.304 0 "C" 0.102 -12.683 0 98.323 "C"
"4051" 1983 0.025 366307 0.621 0 "Ab" 0.309 -6.844 0 130.237 "C"
"4052" 1976 0.399 221173 0.749 0 "C" 0.106 -8.57 0 114.04 "B"
"4053" 1976 0.947 180640 0.209 1 "E" 0.149 -19.25 1 78.378 "C"
"4054" 1979 0.0182 400387 0.646 0 "D" 0.65 -12.205 0 122.562 "C"
"4055" 1982 0.821 210640 0.233 0 "F" 0.289 -16.077 0 112.252 "C"
"4056" 1990 0.186 182480 0.535 0 "D" 0.137 -9.406 0 96.334 "B"
"4057" 1955 0.989 251027 0.0926 0 "Bb" 0.653 -22.104 0 106.28 "D"
"4058" 1966 0.62 123693 0.6 0 "G" 0.126 -10.139 0 91.238 "D"
"4059" 1978 0.0416 158800 0.809 0 "D" 0.368 -5.295 0 115.793 "C"
"4060" 2007 0.0395 145973 0.789 0 "Db" 0.0457 -6.11 0 96.741 "B"
"4061" 1990 0.548 180573 0.406 0 "B" 0.171 -13.806 0 99.99 "C"
"4062" 2010 0.0109 233560 0.848 0 "G" 0.124 -5.611 0 100.093 "B"
"4063" 1961 0.806 547493 0.339 1 "C" 0.125 -12.478 1 148.037 "C"
"4064" 2002 0.771 262120 0.318 1 "Ab" 0.26 -11.683 1 121.959 "A"
"4065" 1966 0.764 170107 0.216 0 "A" 0.48 -18.905 0 118.537 "D"
"4066" 1954 0.993 208067 0.0271 0 "E" 0.115 -31.756 0 70.082 "C"
"4067" 1928 0.994 165887 0.0529 0 "Eb" 0.135 -16.964 0 141.903 "D"
"4068" 2019 0.000364 368137 0.917 0 "G" 0.522 -6.526 0 133.015 "D"
"4069" 1961 0.939 130133 0.217 0 "C" 0.363 -14.237 0 100.442 "D"
"4070" 1968 0.71 143133 0.903 0 "G" 0.23 -11.68 0 150.224 "C"
"4071" 2015 0.139 87874 0.955 0 "C" 0.425 -20.356 0 0 "A"
"4072" 2014 0.985 142281 0.0907 0 "Db" 0.126 -12.907 0 77.144 "A"
"4073" 1966 0.273 443240 0.76 1 "B" 0.901 -9.017 1 183.814 "D"
"4074" 1955 0.159 510933 0.764 0 "Ab" 0.974 -10.122 0 114.124 "D"
"4075" 2003 0.78 266867 0.253 0 "D" 0.14 -13.568 0 119.399 "B"
"4076" 2012 0.694 240166 0.303 0 "E" 0.115 -10.058 0 136.703 "A"
"4077" 1935 0.851 239107 0.332 0 "G" 0.151 -7.748 0 144.059 "D"
"4078" 2017 0.0424 244360 0.69 0 "G" 0.363 -4.894 0 102.036 "B"
"4079" 1987 0.00405 263600 0.436 0 "F" 0.11 -13.496 0 140.757 "B"
"4080" 1973 0.138 223684 0.752 0 "G" 0.173 -5.452 0 130.228 "A"
"4081" 2004 0.00177 179987 0.87 0 "D" 0.517 -5.31 0 163.268 "B"
"4082" 1973 0.0152 190751 0.881 0 "A" 0.0514 -8.917 0 163.875 "C"
"4083" 2001 0.155 198160 0.607 1 "F" 0.084 -6.656 1 114.243 "C"
"4084" 1998 0.0147 317360 0.805 0 "Gb" 0.0775 -6.387 0 77.88 "C"
"4085" 1967 0.318 179120 0.677 0 "D" 0.0902 -7.19 0 95.792 "A"
"4086" 1976 0.143 204733 0.694 0 "D" 0.347 -10.989 0 134.347 "C"
"4087" 1970 0.106 1052707 0.769 1 "D" 0.173 -8.472 1 111.223 "C"
"4088" 1982 0.0108 144107 0.836 1 "A" 0.152 -4.85 1 118.068 "C"
"4089" 1978 0.0205 429467 0.849 0 "A" 0.759 -7.68 0 169.398 "C"
"4090" 2012 0.0277 192960 0.9 1 "D" 0.11 -2.352 1 149.508 "A"
"4091" 1980 0.000333 233640 0.948 0 "Db" 0.333 -5.349 0 191.277 "B"
"4092" 1966 0.0205 148573 0.85 0 "C" 0.362 -7.616 0 142.109 "D"
"4093" 1992 0.694 221867 0.248 1 "F" 0.374 -12.435 1 81.903 "B"
"4094" 1954 0.85 169067 0.371 0 "Eb" 0.158 -8.77 0 101.167 "D"
"4095" 1977 0.498 201880 0.648 1 "F" 0.118 -8.384 1 100.836 "B"
"4096" 1962 0.838 89053 0.747 0 "G" 0.331 -10.76 0 77.485 "D"
"4097" 1948 0.947 33467 0.284 1 "C" 0.576 -19.222 1 173.766 "D"
"4098" 1952 0.869 256160 0.222 0 "F" 0.159 -15.76 0 135.68 "C"
"4099" 2017 0.22 196680 0.761 0 "C" 0.143 -2.736 0 207.818 "A"
"4100" 1955 0.882 110973 0.926 0 "Gb" 0.883 -14.014 0 167.05 "D"
"4101" 1952 0.841 654427 0.376 1 "E" 0.362 -15.787 1 63.375 "D"
"4102" 1957 0.854 264160 0.157 0 "Db" 0.104 -14.926 0 125.212 "D"
"4103" 1994 0.00568 226067 0.534 0 "G" 0.206 -5.991 0 178.902 "B"
"4104" 1957 0.992 125267 0.173 1 "A" 0.114 -23.269 1 97.101 "C"
"4105" 2005 0.172 243293 0.951 0 "C" 0.0327 -2.753 0 103.142 "B"
"4106" 2011 0.00472 220707 0.926 1 "Gb" 0.14 -3.689 1 149.976 "A"
"4107" 1974 0.722 319373 0.467 0 "G" 0.523 -12.783 0 115.904 "C"
"4108" 2007 0.342 151387 0.379 0 "C" 0.294 -15.575 0 98.033 "C"
"4109" 1949 0.989 605413 0.15 1 "D" 0.116 -21.021 1 110.344 "D"
"4110" 1931 0.995 227000 0.247 1 "B" 0.338 -14.709 1 132.647 "D"
"4111" 1971 0.556 186160 0.293 0 "Db" 0.194 -12.475 0 104.125 "C"
"4112" 2012 0.0146 196933 0.883 0 "Ab" 0.102 -3.455 0 104.008 "B"
"4113" 1955 0.986 201667 0.111 0 "D" 0.134 -18.985 0 123.379 "D"
"4114" 1941 0.996 179996 0.152 0 "D" 0.167 -10.364 0 61.363 "D"
"4115" 2005 0.000173 334187 0.688 1 "Ab" 0.141 -5.722 1 113.289 "B"
"4116" 1980 0.304 289733 0.429 0 "G" 0.149 -9.464 0 152.829 "C"
"4117" 1986 0.0595 293293 0.726 0 "D" 0.188 -12.841 0 122.365 "C"
"4118" 1968 0.0137 244027 0.633 0 "D" 0.497 -12.631 0 83.585 "C"
"4119" 1975 0.21 325867 0.868 0 "C" 0.841 -6.534 0 174.02 "C"
"4120" 1957 0.889 301773 0.169 0 "F" 0.0938 -19.829 0 92.822 "C"
"4121" 2007 0.000153 290880 0.81 0 "Db" 0.221 -3.493 0 164.998 "B"
"4122" 1995 0.193 294200 0.453 0 "G" 0.0827 -9.724 0 121.956 "C"
"4123" 1989 0.178 297333 0.701 0 "G" 0.157 -10.857 0 102.08 "B"
"4124" 1959 0.54 156893 0.75 0 "G" 0.337 -11.206 0 114.104 "C"
"4125" 1941 0.951 198813 0.0656 1 "B" 0.279 -24.057 1 118.209 "D"
"4126" 1975 0.487 240840 0.356 0 "E" 0.0955 -11.26 0 149.475 "C"
"4127" 2009 0.000255 187933 0.936 1 "D" 0.163 -3.34 1 164.97 "B"
"4128" 1978 0.00589 209800 0.671 0 "Bb" 0.277 -11.894 0 131.329 "B"
"4129" 1973 0.179 516280 0.544 0 "Db" 0.168 -11.319 0 122.723 "C"
"4130" 1977 0.182 219307 0.769 0 "F" 0.331 -10.718 0 130.184 "C"
"4131" 1944 0.927 138852 0.306 0 "G" 0.362 -15.769 0 102.141 "D"
"4132" 2001 0.000493 239240 0.849 1 "G" 0.466 -5.461 1 90.955 "B"
"4133" 1960 0.671 182760 0.413 0 "F" 0.306 -13.288 0 132.235 "D"
"4134" 1960 0.92 175267 0.0823 1 "Bb" 0.123 -24.795 1 83.373 "D"
"4135" 1960 0.893 650013 0.211 1 "Bb" 0.0996 -18.461 1 110.889 "D"
"4136" 1950 0.996 211147 0.273 0 "Eb" 0.144 -15.547 0 75.967 "D"
"4137" 1935 0.336 100000 0.178 0 "Gb" 0.359 -17.489 0 134.021 "D"
"4138" 1965 0.0566 129293 0.358 0 "F" 0.13 -9.407 0 102.489 "D"
"4139" 1935 0.85 244793 0.299 0 "E" 0.691 -13.098 0 78.739 "D"
"4140" 1965 0.231 147893 0.666 1 "A" 0.0469 -9.743 1 140.829 "B"
"4141" 1970 0.607 184627 0.279 0 "G" 0.0679 -15.207 0 123.002 "C"
"4142" 1986 0.97 158533 0.144 0 "Ab" 0.13 -15.017 0 87.998 "C"
"4143" 1966 0.489 166493 0.519 0 "C" 0.156 -11.375 0 100.58 "C"
"4144" 1926 0.981 178573 0.208 1 "F" 0.0912 -17.239 1 114.38 "D"
"4145" 1983 0.961 148867 0.0157 1 "E" 0.12 -30.352 1 122.03 "C"
"4146" 2000 0.799 167533 0.263 0 "D" 0.218 -19.718 0 94.913 "B"
"4147" 1996 0.232 335093 0.619 1 "Bb" 0.108 -9.833 1 82.028 "C"
