"year","acousticness","duration","energy","explicit","key","liveness","loudness","mode","tempo","pop.class"
1977,0.000285,172920,0.802,0,"E",0.749,-8.754,0,159.3,"C"
1965,0.345,262933,0.533,0,"Gb",0.086,-9.837,0,106.106,"D"
2007,0.678,508427,0.551,0,"D",0.982,-8.115,0,101.101,"C"
2020,0.104,205520,0.934,0,"D",0.0618,-0.836,0,128.016,"A"
1957,0.905,358640,0.0705,0,"G",0.159,-19.56,0,94.459,"B"
2001,0.429,277227,0.843,1,"B",0.973,-6.039,1,145.965,"B"
1966,0.464,203947,0.43,0,"D",0.358,-9.783,0,90.258,"D"
1986,0.00915,222333,0.64,0,"D",0.106,-12.948,0,127.406,"C"
1937,0.982,342999,0.242,0,"Db",0.0921,-21.326,0,86.721,"D"
1996,0.0353,200493,0.791,0,"E",0.17,-4.21,0,128.521,"B"
1959,0.866,313627,0.25,0,"Db",0.0874,-19.047,0,124.861,"D"
2000,0.502,449480,0.771,0,"Db",0.143,-9.752,0,81.615,"B"
2020,0.0369,188075,0.497,0,"G",0.119,-7.145,0,145.013,"A"
1954,0.977,205293,0.021,0,"Db",0.133,-27.717,0,89.325,"D"
1975,0.593,242400,0.368,0,"Bb",0.0701,-14.868,0,125.562,"D"
1984,0.000484,187919,0.42,0,"Db",0.804,-13.873,0,118.466,"C"
2004,0.198,179120,0.537,1,"E",0.124,-8.071,1,90.001,"B"
1999,0.00187,277413,0.891,0,"D",0.075,-4.233,0,129.835,"B"
1957,0.82,132907,0.436,0,"C",0.0546,-11.107,0,118.531,"D"
2009,0.000755,188200,0.79,0,"D",0.0345,-5.056,0,185.779,"B"
2006,0.0193,282160,0.913,0,"C",0.346,-2.36,0,96.184,"B"
1957,0.896,137200,0.0453,0,"F",0.111,-17.493,0,81.791,"D"
2014,0.602,237446,0.53,0,"Gb",0.0971,-4.971,0,111.874,"B"
1983,0.142,255840,0.463,0,"A",0.0634,-8.651,0,124.084,"A"
1990,0.0649,252000,0.437,0,"F",0.131,-9.921,0,172.891,"C"
1934,8.66e-05,235180,0.505,1,"Bb",0.0766,-14.06,1,112.993,"D"
1945,0.978,963800,0.184,0,"F",0.0673,-14.744,0,100.943,"D"
1991,0.228,313573,0.803,0,"C",0.0682,-9.407,0,137.171,"B"
1948,0.905,196023,0.492,0,"C",0.335,-10.784,0,127.289,"D"
1936,0.951,182493,0.48,0,"Eb",0.258,-9.874,0,121.017,"D"
1981,0.0184,243960,0.938,0,"A",0.0696,-3.632,0,91.227,"C"
1942,0.993,166507,0.0483,0,"Ab",0.139,-21.878,0,77.437,"D"
1950,0.607,122581,0.186,0,"Gb",0.407,-18.661,0,89.311,"D"
2020,0.0233,233087,0.634,0,"B",0.0993,-5.475,0,139.95,"B"
2012,0.693,260093,0.446,1,"C",0.469,-9.26,1,140.121,"B"
1991,0.00349,210600,0.574,1,"B",0.351,-11.506,1,108.716,"C"
1966,0.381,186947,0.381,0,"E",0.161,-13.128,0,166.477,"C"
1947,0.965,371773,0.127,0,"Bb",0.0807,-17.557,0,92.443,"D"
1949,0.922,45440,0.107,0,"G",0.0802,-12.967,0,80.977,"D"
1981,0.228,129360,0.755,0,"B",0.23,-9.392,0,123.148,"C"
1972,0.704,296560,0.173,0,"F",0.123,-17.452,0,139.567,"C"
1958,0.798,644013,0.493,0,"Ab",0.307,-7.759,0,134.77,"B"
1951,0.955,184627,0.349,0,"C",0.268,-14.568,0,105.227,"D"
1963,0.906,206160,0.282,0,"G",0.165,-13.078,0,156.171,"B"
1958,0.747,168293,0.361,0,"A",0.238,-12.562,0,115.854,"B"
1983,0.0099,420653,0.413,1,"C",0.0464,-13.888,1,120.499,"C"
1931,0.796,178000,0.136,0,"Bb",0.355,-17.375,0,80.997,"D"
1942,0.913,128907,0.309,1,"Db",0.111,-10.198,1,87.245,"D"
1986,0.000196,171667,0.979,1,"E",0.0978,-4.634,1,104.094,"C"
1967,0.0974,153133,0.624,0,"Db",0.143,-9.979,0,104.364,"D"
2009,0.929,241627,0.145,0,"Db",0.11,-17.652,0,117.143,"B"
1951,0.951,250600,0.412,0,"B",0.223,-8.006,0,88.092,"D"
2004,0.499,324067,0.479,1,"F",0.114,-9.217,1,80.009,"B"
2013,0.813,249580,0.146,0,"B",0.14,-15.018,0,80.99,"B"
1949,0.962,208027,0.482,0,"Gb",0.232,-8.17,0,78.202,"D"
1958,0.788,256387,0.233,1,"C",0.225,-11.693,1,134.619,"C"
1948,0.993,177528,0.274,0,"Bb",0.212,-14.437,0,147.88,"D"
2000,0.206,205440,0.633,1,"Bb",0.076,-6.39,1,80.466,"C"
1988,0.669,238400,0.377,0,"E",0.109,-14.27,0,97.917,"B"
2002,0.929,147650,0.306,0,"C",0.106,-12.288,0,184.058,"C"
2003,3.98e-05,233800,0.876,1,"Bb",0.287,-5.221,1,127.045,"B"
1995,0.112,286507,0.69,1,"E",0.37,-6.44,1,91.766,"B"
1963,0.292,219093,0.924,0,"B",0.401,-4.397,0,74.799,"C"
1977,0.366,301840,0.801,0,"B",0.141,-7.333,0,122.03,"D"
1995,0.0415,240400,0.728,0,"G",0.293,-7.529,0,99.246,"C"
1953,0.932,287000,0.387,0,"C",0.291,-9.146,0,93.493,"D"
1972,0.108,253467,0.86,0,"G",0.406,-5.239,0,97.824,"C"
1998,0.706,172133,0.291,0,"G",0.0651,-10.694,0,164.02,"B"
1989,0.00949,352507,0.431,0,"G",0.0921,-15.318,0,99.94,"C"
1944,0.994,187373,0.0333,0,"G",0.124,-18.314,0,126.799,"D"
1955,0.871,133381,0.28,1,"Bb",0.149,-12.507,1,126.213,"D"
1958,0.896,309760,0.0888,0,"B",0.262,-17.927,0,79.835,"D"
2008,0.0256,224200,0.928,0,"A",0.554,-1.092,0,167.812,"B"
2020,0.0247,156960,0.828,0,"D",0.121,-5.36,0,124.962,"A"
1953,0.909,179360,0.225,0,"Bb",0.0925,-20.15,0,95.243,"D"
1942,0.989,198786,0.198,0,"C",0.194,-10.728,0,59.809,"D"
1941,0.847,111438,0.528,0,"Bb",0.0765,-6.749,0,106.534,"D"
1949,0.977,396307,0.0623,0,"G",0.0837,-27.275,0,69.175,"D"
2000,0.0393,239047,0.592,0,"Ab",0.0442,-6.586,0,108.166,"C"
2013,0.944,169667,0.0898,1,"D",0.187,-23.269,1,132.047,"A"
1981,0.133,201213,0.866,0,"Bb",0.227,-5.668,0,120.116,"C"
1978,0.86,191947,0.371,0,"E",0.102,-14.792,0,111.775,"C"
1964,0.26,442160,0.601,0,"G",0.0563,-9.676,0,67.881,"C"
1947,0.996,186973,0.135,0,"C",0.122,-13.963,0,71.812,"D"
2010,0.002,147000,0.726,1,"Bb",0.0766,-6.219,1,143.97,"B"
1975,0.889,180440,0.219,0,"A",0.106,-13.851,0,108.831,"C"
1930,0.996,247360,0.404,0,"D",0.114,-9.466,0,117.94,"D"
1946,0.9,160040,0.453,1,"Gb",0.0579,-10.291,1,126.819,"D"
1966,0.0769,151280,0.529,0,"G",0.105,-11.208,0,88.288,"C"
2014,0.812,132840,0.51,0,"C",0.108,-11.458,0,120.656,"B"
1967,0.659,221387,0.882,0,"C",0.38,-10.384,0,114.386,"C"
1979,0.00387,295107,0.7,1,"D",0.411,-14.506,1,120.529,"B"
1994,0.00165,405493,0.815,0,"E",0.116,-6.651,0,168.22,"B"
1969,0.307,194773,0.742,0,"D",0.293,-7.232,0,96.493,"C"
2017,0.29,254370,0.481,0,"Db",0.118,-7.775,0,108.761,"A"
1934,0.964,173728,0.208,1,"E",0.147,-10.818,1,133.099,"D"
1958,0.325,119667,0.656,0,"G",0.293,-5.249,0,135.976,"C"
1975,0.251,111213,0.211,0,"Db",0.119,-21.909,0,112.793,"C"
2020,0.602,157967,0.665,1,"Bb",0.152,-7.589,1,80.353,"A"
2007,0.743,285053,0.409,0,"Ab",0.118,-12.452,0,121.165,"B"
1992,0.474,175400,0.31,0,"G",0.107,-10.643,0,170.483,"B"
1996,0.0467,245787,0.545,0,"E",0.0611,-7.591,0,96.17,"B"
1974,0.233,166133,0.417,0,"E",0.363,-13.643,0,81.311,"C"
1957,0.61,182924,0.723,0,"E",0.13,-7.049,0,100.619,"C"
2000,0.185,273907,0.56,1,"Gb",0.2,-7.309,1,81.22,"C"
1992,0.0138,317200,0.351,0,"C",0.105,-14.349,0,106.643,"B"
2013,0.123,257563,0.542,1,"B",0.342,-8.323,1,97.975,"A"
1972,0.402,297120,0.488,1,"E",0.449,-9.622,1,101.392,"C"
1981,0.709,229320,0.286,0,"E",0.102,-13.167,0,66.397,"C"
1945,0.898,203467,0.223,1,"Ab",0.14,-15.977,1,169.586,"D"
1965,0.889,188973,0.274,0,"Ab",0.137,-13.504,0,101.351,"D"
1979,0.0518,230533,0.945,1,"G",0.793,-6.346,1,128.166,"B"
1984,0.483,71800,0.518,0,"F",0.0796,-11.027,0,126.246,"C"
1983,0.00617,281293,0.911,1,"F",0.331,-5.667,1,178.636,"B"
1998,0.454,206733,0.647,0,"D",0.101,-8.59,0,102.39,"B"
1966,0.852,153573,0.294,0,"Db",0.291,-11.601,0,104.364,"D"
1991,0.0143,235227,0.857,0,"D",0.278,-9.699,0,114.144,"B"
1994,0.133,372226,0.602,0,"G",0.273,-11.156,0,112.427,"B"
1966,0.319,203133,0.822,0,"A",0.102,-9.242,0,135.112,"D"
1980,0.537,267387,0.564,0,"C",0.121,-6.329,0,117.027,"C"
1933,0.853,189027,0.291,0,"Eb",0.0499,-13.694,0,94.235,"D"
1994,0.319,212093,0.921,0,"C",0.399,-7.588,0,100.003,"B"
1999,0.38,168594,0.503,0,"F",0.105,-8.715,0,185.909,"B"
2010,0.0323,233987,0.914,1,"B",0.107,-1.819,1,125.034,"B"
2014,0.251,190287,0.731,1,"Gb",0.0679,-7.396,1,100.861,"A"
1951,0.906,70520,0.144,0,"Db",0.282,-15.277,0,112.822,"D"
1985,0.0289,175533,0.755,0,"B",0.307,-7.609,0,91.064,"C"
1964,0.916,138653,0.276,0,"B",0.122,-14.49,0,123.205,"D"
2005,0.0351,219453,0.796,1,"B",0.16,-5.647,1,140.007,"C"
1943,0.975,276107,0.495,0,"Gb",0.429,-13.315,0,137.825,"D"
1970,0.197,206293,0.579,0,"A",0.0831,-10.453,0,86.191,"C"
1955,0.905,40893,0.369,0,"C",0.228,-8.348,0,186.873,"D"
2004,0.5,237133,0.31,1,"D",0.209,-8.943,1,120.831,"C"
1998,0.0227,213840,0.504,0,"C",0.115,-6.596,0,87.806,"C"
2020,0.0222,180221,0.762,1,"Bb",0.121,-5.188,1,110.042,"A"
1951,0.284,189273,0.131,0,"G",0.179,-26.937,0,86.508,"D"
1968,0.857,126973,0.274,1,"E",0.169,-14.778,1,79.081,"C"
2018,0.329,194483,0.664,0,"F",0.382,-4.926,0,116.028,"A"
2020,0.0507,152607,0.773,1,"F",0.133,-5.624,1,80.777,"A"
1926,0.538,127883,0.126,0,"B",0.0914,-22.235,0,94.14,"D"
2011,0.0296,159720,0.531,0,"C",0.107,-5.88,0,138.406,"B"
1984,2.14e-05,273653,0.585,0,"Db",0.143,-9.884,0,151.816,"C"
2001,0.699,215400,0.757,1,"B",0.329,-6.884,1,154.26,"B"
1970,0.417,207707,0.397,1,"E",0.134,-11.826,1,97.413,"C"
1955,0.966,70760,0.175,1,"Bb",0.116,-14.141,1,89.591,"D"
2006,0.054,119387,0.772,0,"Db",0.644,-6.349,0,173.377,"B"
1964,0.645,206200,0.551,1,"G",0.0885,-10.571,1,104.541,"D"
1967,0.076,160907,0.572,1,"B",0.107,-11.726,1,136.59,"D"
2008,0.54,189806,0.286,1,"A",0.072,-12.371,1,120.004,"C"
1994,0.00451,254107,0.861,0,"G",0.205,-8.568,0,153.547,"C"
1993,0.474,304800,0.504,0,"C",0.673,-5.858,0,122.113,"C"
1983,0.000479,257533,0.765,1,"E",0.376,-3.352,1,83.185,"C"
1968,0.203,264960,0.401,1,"E",0.086,-14.07,1,87.959,"B"
1985,0.0367,186467,0.949,0,"C",0.303,-10.167,0,165.364,"C"
1978,0.647,257307,0.498,0,"Ab",0.0838,-4.895,0,141.178,"C"
2007,3.56e-05,185827,0.959,0,"G",0.171,-4.375,0,109.95,"B"
1928,0.991,168120,0.184,1,"F",0.189,-11.763,1,115.183,"D"
1948,0.924,189196,0.301,1,"A",0.773,-15.046,1,117.37,"D"
1956,0.854,283907,0.37,0,"C",0.151,-12.524,0,112.678,"D"
2012,0.227,215241,0.706,0,"Db",0.224,-6.455,0,103,"A"
1974,0.511,238333,0.675,0,"C",0.232,-9.07,0,125.313,"B"
2011,0.0498,260453,0.65,1,"B",0.779,-4.896,1,131.401,"B"
1964,0.686,173933,0.385,1,"A",0.127,-11.111,1,203.726,"C"
1974,0.0431,166307,0.71,1,"B",0.262,-7.434,1,85.683,"C"
1955,0.978,206587,0.135,1,"G",0.115,-17.157,1,177.783,"D"
1978,0.0969,262240,0.902,0,"D",0.327,-4.282,0,146.733,"C"
1926,0.995,156027,0.245,0,"F",0.114,-22.87,0,114.199,"D"
1973,0.0372,150600,0.627,0,"G",0.205,-9.022,0,121.095,"C"
1972,0.897,174040,0.23,0,"Ab",0.102,-15.202,0,132.243,"C"
1964,0.402,114732,0.627,0,"C",0.178,-11.426,0,72.823,"D"
1986,0.00495,211800,0.947,0,"D",0.651,-7.227,0,147.738,"B"
1952,0.985,406293,0.135,1,"Gb",0.107,-20.187,1,139.318,"D"
1948,0.939,234067,0.185,1,"E",0.0878,-12.023,1,142.109,"D"
1981,0.0277,303413,0.765,0,"G",0.156,-5.399,0,85.874,"C"
2018,0.72,179080,0.235,1,"Db",0.144,-16.541,1,118.917,"A"
1961,0.976,133293,0.145,0,"A",0.101,-19.252,0,132.382,"D"
2019,0.00161,295728,0.872,1,"D",0.187,-8.05,1,129.864,"D"
2005,0.226,198680,0.686,0,"E",0.387,-4.074,0,93.615,"B"
1974,0.754,158493,0.0712,0,"Bb",0.129,-24.977,0,176.505,"D"
2002,0.0316,292853,0.632,0,"D",0.112,-5.132,0,145.936,"B"
2007,0.0104,287480,0.71,0,"E",0.107,-6.142,0,81.995,"A"
1974,0.696,192800,0.859,0,"D",0.941,-3.88,0,98.419,"C"
1996,0.26,246453,0.387,0,"C",0.126,-9.142,0,95.173,"B"
1925,0.996,158627,0.255,0,"B",0.344,-14.566,0,201.123,"D"
2017,0.643,167640,0.702,0,"G",0.175,-4.517,0,116.021,"B"
1935,0.439,102809,0.113,1,"B",0.535,-17.052,1,100.544,"D"
1938,0.972,209987,0.293,0,"F",0.221,-8.912,0,84.864,"D"
1978,0.00428,287707,0.725,0,"C",0.213,-7.864,0,160.424,"C"
2020,0.186,168298,0.659,0,"C",0.163,-6.453,0,139.956,"A"
1928,0.993,491333,0.226,0,"Eb",0.119,-21.483,0,67.013,"D"
1969,0.518,159720,0.536,0,"Db",0.528,-10.069,0,110.849,"B"
1952,0.987,203120,0.253,1,"E",0.0904,-12.716,1,97.469,"D"
1975,0.751,325329,0.468,0,"D",0.117,-7.048,0,94.087,"C"
1967,0.795,105933,0.326,0,"G",0.34,-12.594,0,90.028,"C"
1987,0.207,259067,0.535,1,"Db",0.147,-15.884,1,123.331,"C"
1997,0.183,246107,0.489,0,"G",0.0881,-7.967,0,91.998,"C"
1999,0.127,239240,0.634,0,"G",0.337,-13.338,0,129.29,"B"
1978,0.0905,348933,0.531,1,"E",0.556,-11.546,1,89.234,"C"
1992,0.0308,228760,0.621,1,"Gb",0.145,-10.43,1,202.813,"C"
1996,0.994,231585,0.0498,1,"G",0.0932,-17.124,1,76.215,"C"
1957,0.992,399827,0.0305,0,"Bb",0.13,-22.704,0,128.135,"C"
1982,0.0328,205497,0.71,0,"G",0.317,-11.18,0,142.665,"C"
1989,0.989,188160,0.0192,0,"E",0.106,-19.952,0,169.254,"B"
2013,0.418,199640,0.649,0,"F",0.0976,-5.925,0,195.925,"A"
2003,0.279,219267,0.468,0,"A",0.321,-9.165,0,156.979,"B"
2012,0.00747,213069,0.769,0,"C",0.0733,-3.712,0,100.029,"B"
1998,0.00147,288533,0.626,0,"Db",0.137,-8.327,0,179.347,"C"
1947,0.55,215027,0.278,0,"E",0.255,-18.566,0,81.712,"B"
1955,0.945,436227,0.119,0,"A",0.141,-17.981,0,109.312,"C"
1955,0.633,297040,0.447,0,"Ab",0.0884,-9.363,0,68.957,"B"
1959,0.972,239307,0.0662,1,"F",0.0966,-21.408,1,74.185,"D"
2004,0.0263,298840,0.777,1,"Db",0.611,-5.883,1,147.859,"C"
1998,1.93e-05,209373,0.954,0,"A",0.207,-5.221,0,79.974,"C"
1981,0.694,195267,0.457,0,"G",0.175,-11.004,0,115.019,"C"
1950,0.0254,342406,0.919,0,"G",0.109,-6.329,0,156.089,"D"
1948,0.978,249933,0.119,0,"G",0.935,-18.011,0,180.903,"D"
1994,0.208,347373,0.783,1,"Bb",0.27,-6.403,1,93.187,"C"
2019,0.00184,188920,0.754,1,"Gb",0.0366,-5.344,1,85.993,"B"
1937,0.513,161227,0.222,0,"C",0.293,-11.735,0,136.66,"D"
1972,0.957,138360,0.5,0,"Bb",0.131,-14.296,0,137.779,"C"
1995,3.67e-06,145760,0.854,0,"C",0.332,-9.346,0,131.746,"C"
1964,0.773,273867,0.538,0,"G",0.11,-7.252,0,108.165,"C"
1969,0.0943,186280,0.72,0,"C",0.0868,-7.843,0,110.607,"C"
1979,0.839,271467,0.293,0,"Ab",0.0656,-12.253,0,94.8,"C"
1946,0.938,250106,0.32,0,"C",0.136,-12.412,0,79.371,"D"
1935,0.994,186219,0.0264,0,"D",0.0804,-18.44,0,71.327,"D"
1989,0.132,219333,0.359,0,"Eb",0.113,-9.937,0,86.908,"C"
2007,0.0627,329760,0.892,0,"A",0.417,-11.367,0,88.063,"B"
2018,0.0026,179999,0.846,0,"Db",0.11,-6.157,0,115.002,"B"
1926,0.437,145438,0.168,1,"A",0.142,-21.733,1,168.994,"D"
1969,0.105,243373,0.458,1,"E",0.283,-10.509,1,171.923,"C"
1959,0.658,200933,0.413,0,"E",0.14,-9.095,0,113.593,"C"
1987,0.83,253427,0.188,0,"C",0.132,-17.981,0,128.448,"C"
1935,0.293,100100,0.14,1,"B",0.178,-18.868,1,87.775,"D"
2009,0.00116,233107,0.81,0,"G",0.104,-5.906,0,125.035,"C"
1991,0.373,255040,0.402,0,"C",0.0607,-9.628,0,112.654,"B"
2012,0.0573,170059,0.759,0,"A",0.0778,-7.066,0,128.039,"B"
2001,0.288,219840,0.682,0,"Gb",0.0882,-10.282,0,114.815,"B"
1947,0.962,202773,0.301,0,"C",0.587,-11.667,0,94.488,"D"
2004,0.911,164680,0.118,0,"E",0.111,-20.388,0,96.252,"B"
2017,0.178,280947,0.801,0,"Eb",0.324,-4.525,0,131.425,"A"
1982,0.392,172360,0.584,0,"Gb",0.0893,-10.638,0,77.569,"C"
2014,0.0442,403760,0.612,0,"E",0.124,-9.412,0,152.841,"B"
2014,0.000928,184840,0.811,0,"Eb",0.218,-4.875,0,159.591,"B"
2012,0.736,333093,0.6,0,"F",0.114,-11.065,0,120.081,"B"
1986,0.354,236067,0.743,0,"A",0.0896,-5.293,0,166.268,"C"
1956,0.904,119413,0.0438,1,"Ab",0.11,-19.883,1,96.628,"D"
1972,0.893,98423,0.00252,0,"C",0.126,-37.37,0,135.611,"D"
1974,0.167,237107,0.582,1,"Gb",0.304,-8.536,1,84.727,"C"
1929,0.34,249300,0.201,0,"C",0.607,-18.792,0,124.477,"D"
2008,0.206,195973,0.581,0,"F",0.124,-6.041,0,178.146,"B"
1992,0.254,162907,0.436,0,"A",0.294,-11.715,0,118.314,"C"
1975,0.169,235000,0.901,0,"A",0.903,-7.005,0,146.893,"C"
1964,0.698,425067,0.478,0,"Gb",0.13,-9.504,0,140.766,"D"
1935,0.99,206413,0.17,0,"C",0.108,-13.372,0,115.639,"D"
1965,0.341,175729,0.479,0,"G",0.8,-9.305,0,92.054,"D"
1973,0.062,560733,0.771,1,"F",0.0801,-5.472,1,78.365,"C"
2003,0.391,223733,0.381,0,"Ab",0.105,-8.448,0,131.836,"C"
2016,0.499,108078,0.146,1,"Ab",0.105,-11.877,1,80.087,"A"
1963,0.903,167467,0.106,1,"F",0.0875,-13.191,1,184.299,"D"
2002,0.00394,215333,0.728,0,"G",0.102,-5.416,0,161.586,"B"
1948,0.988,48973,0.159,0,"E",0.216,-16.164,0,165.844,"D"
1961,0.164,285187,0.32,0,"Ab",0.916,-18.348,0,132.376,"D"
1990,0.000204,286573,0.48,0,"Db",0.0914,-11.893,0,123.023,"A"
1989,0.615,229933,0.313,0,"Eb",0.144,-15.552,0,106.754,"B"
1951,0.876,121467,0.388,0,"A",0.0422,-10.046,0,105.781,"D"
1942,0.995,211081,0.233,1,"E",0.273,-13.229,1,88.996,"D"
1990,0.12,227947,0.848,1,"Gb",0.351,-5.528,1,132.025,"C"
1964,0.939,213587,0.113,0,"G",0.144,-22.071,0,167.325,"C"
2000,0.0348,281040,0.657,0,"D",0.136,-6.607,0,113.423,"B"
1973,0.235,210000,0.626,0,"Db",0.14,-10.664,0,167.46,"C"
2013,0.0215,173093,0.847,0,"B",0.0783,-4.215,0,93.072,"B"
1974,0.423,144939,0.421,0,"G",0.102,-14.056,0,94.527,"C"
2015,0.304,227480,0.671,0,"Db",0.0452,-5.709,0,118.413,"A"
2019,0.144,230760,0.94,0,"D",0.101,-2.427,0,122.992,"A"
1990,0.215,300800,0.652,0,"A",0.258,-13.697,0,97.332,"C"
2000,0.496,160120,0.588,0,"A",0.0301,-4.131,0,172.963,"B"
2015,0.14,222773,0.763,1,"D",0.312,-3.68,1,95.015,"A"
1996,0.107,201560,0.563,0,"E",0.0517,-7.385,0,132.684,"B"
1996,0.136,336800,0.614,0,"C",0.062,-7.015,0,95.039,"B"
1976,0.121,278400,0.813,1,"F",0.907,-8.084,1,116.167,"C"
1971,0.783,192893,0.396,0,"G",0.135,-17.523,0,150.518,"C"
1986,0.13,308667,0.802,0,"G",0.309,-3.976,0,150.056,"A"
1961,0.885,420227,0.288,0,"F",0.642,-19.037,0,87.998,"C"
1995,0.000212,103333,0.988,0,"B",0.031,-4.033,0,178.645,"B"
1947,0.924,634173,0.238,0,"C",0.0864,-16.496,0,134.164,"D"
1927,0.877,176253,0.55,0,"Eb",0.255,-3.982,0,139.498,"D"
1931,0.62,134200,0.2,0,"E",0.171,-16.69,0,134.134,"D"
1962,0.995,323733,0.0428,1,"C",0.106,-24.341,1,90.708,"B"
1956,0.668,237467,0.395,0,"A",0.0925,-9.919,0,108.811,"C"
1928,0.855,113493,0.274,0,"F",0.102,-10.586,0,81.416,"D"
1992,0.0451,205027,0.752,1,"Gb",0.0888,-5.946,1,162.916,"B"
2015,0.121,206327,0.792,1,"B",0.158,-4.043,1,97.479,"A"
1978,0.908,203407,0.295,0,"G",0.19,-12.422,0,125.767,"A"
1933,0.945,186893,0.131,0,"F",0.105,-12.66,0,144.652,"D"
1948,0.978,123640,0.219,0,"Db",0.0361,-14.732,0,140.035,"D"
1982,0.000337,228627,0.915,0,"D",0.109,-4.987,0,148.153,"C"
1967,0.805,153893,0.479,0,"D",0.0791,-9.685,0,89.562,"C"
1944,0.91,168293,0.233,1,"D",0.239,-15.519,1,88.532,"D"
1981,0.865,209493,0.278,0,"A",0.0897,-15.89,0,136.634,"C"
1983,0.476,182907,0.732,0,"A",0.0641,-3.497,0,105.217,"C"
1993,0.000111,195613,0.811,0,"Gb",0.403,-11.903,0,120.177,"B"
1964,0.817,160840,0.661,0,"F",0.0757,-12.77,0,166.664,"D"
1950,0.81,175320,0.441,1,"C",0.221,-12.048,1,103.1,"D"
1967,0.798,251040,0.194,1,"D",0.0702,-15.63,1,204.034,"C"
2004,0.817,162133,0.328,0,"C",0.121,-13.399,0,85.09,"C"
2007,0.592,227973,0.463,0,"G",0.109,-9.056,0,135.995,"C"
1999,0.479,266200,0.549,0,"Bb",0.147,-8.466,0,86.083,"C"
1973,0.132,197704,0.798,0,"D",0.356,-8.514,0,112.609,"B"
1961,0.967,368653,0.224,0,"G",0.107,-12.933,0,84.545,"D"
1942,0.94,125973,0.252,1,"C",0.188,-9.899,1,81.188,"D"
1937,0.914,167800,0.247,0,"C",0.34,-12.785,0,97.199,"D"
2016,0.217,250600,0.312,0,"C",0.065,-7.863,0,77.02,"B"
1993,0.0423,256520,0.793,0,"Ab",0.0814,-8.203,0,173.931,"A"
1939,0.896,120867,0.3,0,"A",0.278,-13.091,0,120.161,"D"
1964,0.752,148400,0.203,0,"Gb",0.11,-12.191,0,74.523,"D"
1978,0.48,248600,0.193,0,"C",0.797,-13.73,0,102.341,"C"
1931,0.971,178129,0.336,0,"G",0.0543,-10.922,0,171.897,"D"
1996,0.0885,296093,0.542,0,"Ab",0.0985,-13.977,0,141.186,"B"
1994,0.861,210066,0.0602,1,"B",0.703,-26.459,1,106.82,"B"
1930,0.962,184973,0.365,1,"F",0.293,-12.343,1,111.184,"D"
2011,0.965,374733,0.0218,1,"C",0.104,-28.778,1,172.879,"B"
2002,0.0229,180067,0.968,1,"B",0.419,-3.582,1,139.242,"B"
1935,0.98,482413,0.193,1,"D",0.267,-16.743,1,113.685,"D"
1984,0.715,280880,0.478,1,"B",0.0688,-8.709,1,109.179,"C"
1965,0.858,138853,0.817,1,"F",0.21,-5.225,1,109.217,"C"
1977,0.407,456893,0.931,0,"F",0.114,-4.988,0,97.953,"B"
1976,0.00373,345867,0.836,1,"B",0.043,-4.223,1,134.296,"B"
1931,0.874,208892,0.398,1,"A",0.33,-19.58,1,136.043,"D"
2005,0.874,178840,0.146,0,"D",0.101,-15.264,0,101.246,"B"
2007,0.861,128253,0.346,0,"G",0.13,-12.679,0,118.704,"B"
1942,0.135,198269,0.291,0,"F",0.114,-16.925,0,80.896,"D"
2000,0.759,207307,0.58,0,"A",0.0951,-10.963,0,115.482,"C"
1970,0.655,139760,0.366,1,"D",0.144,-8.883,1,77.652,"C"
1998,0.0478,371000,0.425,0,"D",0.0763,-13.31,0,96.902,"B"
1984,0.0295,280933,0.866,0,"Eb",0.0704,-8.794,0,137.498,"C"
2016,2.34e-05,45650,0.899,0,"G",0.104,-11.117,0,127.026,"D"
1953,0.786,128667,0.422,0,"C",0.218,-9.403,0,201.582,"C"
1975,0.0187,249947,0.596,0,"A",0.16,-13.436,0,128.068,"A"
1947,0.995,202379,0.177,0,"Bb",0.266,-9.938,0,130.167,"D"
2019,0.176,226816,0.663,0,"Ab",0.674,-6.968,0,145.422,"A"
1963,0.836,290333,0.49,0,"G",0.137,-12.368,0,153.298,"D"
1969,0.893,202573,0.22,0,"Bb",0.102,-16.328,0,80.288,"C"
2011,0.0337,262279,0.81,1,"B",0.566,-3.983,1,155.026,"B"
1998,0.0191,191493,0.552,1,"F",0.0816,-9.848,1,81.004,"B"
2000,0.153,198973,0.693,0,"G",0.293,-5,0,109.872,"B"
1939,0.988,178280,0.292,0,"B",0.325,-7.73,0,126.874,"D"
1930,0.996,178154,0.308,0,"C",0.14,-13.483,0,74.733,"D"
1971,0.00184,519653,0.702,0,"Db",0.0916,-14.954,0,143.786,"C"
1934,0.927,192307,0.506,0,"C",0.848,-7.33,0,179.777,"D"
2013,0.813,137024,0.435,0,"Db",0.106,-6.586,0,120.006,"B"
1973,0.443,341133,0.671,0,"Bb",0.07,-8.644,0,144.84,"C"
1931,0.986,197000,0.525,1,"Gb",0.254,-5.831,1,177.978,"D"
1949,0.972,181093,0.254,0,"D",0.163,-11.295,0,124.481,"D"
1990,0.000147,176800,0.875,0,"A",0.124,-6.695,0,161.041,"B"
1970,0.398,160893,0.676,0,"F",0.0525,-11.089,0,111.694,"C"
1946,0.994,371093,0.0217,1,"Bb",0.117,-26.476,1,66.259,"D"
